reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
5b4322a6-bc29-45b5-b3f2-d82b9bcf7910,Chuck Thompson,https://play-lh.googleusercontent.com/a-/ALV-UjWnfDYZJBOcjjCDD6Lsrh4om3pLm5bcvo9GdmivTVjfJFG98IKM,"Absolutely sucks, can't connect with my gmail account, UNBELIEVEABLE!!! I want to buy and they don't want to sell it to me. Terrible!!!!",1,0,,2025-03-02 20:13:11,We're sorry to know you're having difficulties getting your Trucker Path access. Please reach us at support@truckerpath.com so we can further assist.,2025-03-03 16:25:33
055bb1ed-aa26-4863-8204-3db8cda63a84,michael newcomer,https://play-lh.googleusercontent.com/a/ACg8ocJUMwJe24CLfGMUDO9LHXwushPBJ-X4OQacUVze-bysZDF6SQ=mo,Edit it's now march 1st 25 and the same issues are in the app and the price has gone up exponen No turn by turn while on call. have to back out of the trip to make changes. 3.5 out of 5 difficulty rating. tries to make you do turns on bridges and send you down roads that are not truck friendly. takes forever to load maps if they are in satellite view they keep saying that they are fixing the bugs but it doesn't happen burn the battery out of the phone in a couple hours all around dissatisfied.,1,22,6.5.5,2025-03-02 00:22:21,We're sorry to know that you continue to experience navigational issues with the app's performance. We'd love to make a follow up on this by raising a tech ticket for our developers. Please do follow up with us a support@truckerpath.com.,2025-03-03 16:11:01
ab5c53d8-a3a0-455f-937a-e2bc9d551cd3,Kent Dell,https://play-lh.googleusercontent.com/a/ACg8ocKW313j4NGFeKy5piCM3hSsDhgiCNI1OQDM_1hPZy4tWX35Og=mo,By far the most dishonest and deceitful individual I've come across in my life time if the app is anything similar to the app designer it deserves less than the 1 star I was forced to oblige it with. Don't even waste your time time considering it take my word for it on this one 👎👎👎,1,0,6.5.5,2025-02-28 19:33:45,What a great turn around of Trucker Path's performance during one of your trips! Glad to know that we're successfully improving your experience. Thank you for your updated feedback!,2025-03-03 15:37:21
743595e0-23f5-4c39-adba-a5f98511bf77,Dillin Harrison,https://play-lh.googleusercontent.com/a/ACg8ocLMpfzv9JeHddrh_9jLafihP5KdGKx6YeUpEdRo6yi2XV6X2Q=mo,I no longer use the app no way to cancel it and they refuse to help me cancel my subscription I'd honestly give it 0 stars if I could,1,0,,2025-02-26 13:42:51,We're sorry to know you've decided to cancel your Trucker Path subscription. This process depends entirely on which platform you've purchased your subscription. Please reach us anytime at support@truckerpath.com so we can walk you through the steps.,2025-02-26 14:25:41
6b90055c-1b79-48a8-97af-48c578f67061,Tim,https://play-lh.googleusercontent.com/a/ACg8ocKCxDFLPir-waNfJ_C-SFGwKQn3ageBJpYLey7_SmPEgwKiJw=mo,TERRIBLE the map constantly freezes up and it's constantly rerouting. I have tried unistalling and reinstall app several times as well as force stop.,1,0,6.5.3,2025-02-23 16:17:27,"We're sorry to know you continue to have issues with your Trucker Path app's performance. We may have to open a tech ticket to escalate this, please reach us anytime at support@truckerpath.com so we can further help.",2025-02-24 17:27:57
5f34fb1e-e0d6-4b7f-ad95-206290d4fe5b,Luis Ruiz,https://play-lh.googleusercontent.com/a-/ALV-UjX__zEYY8Jep0HjiViNkzVQY-w1hAjtidcI8R_sWWiXAzYZnVC9,Not free.,1,0,6.5.3,2025-02-20 23:38:45,"While technically free for basic navigatonal use, I'm afraid Trucker Path's truck specific features do require a subscription. We'd be glad to go over with you on options for signing up for a membership, as well as discuss how these enhancements can help with your trucking. Please reach us anytime at support@truckerpath.com.",2025-02-24 17:10:40
03f48dfa-c11d-4044-b5e6-19a90721d975,Love Music,https://play-lh.googleusercontent.com/a-/ALV-UjX38w5ZQcz0j-SXkDLmbWKFCgbsgtOW6iULf4eSYLJ9JmqBHm6P,This app is cloned . Please remove all devices from this app.,1,0,6.5.3,2025-02-20 21:21:32,We're sorry to know you have this impression of Trucker Path. We'd love to clear this concern and assist with anything else related to your app's performance. Please reach us anytime at support@truckerpath.com.,2025-02-24 17:09:15
eec19c74-5954-48db-a90f-22f898462cce,Nizomjon Normuratov,https://play-lh.googleusercontent.com/a-/ALV-UjUJG1IYtgAZ7Yhoj70T9euWo7ZCvDjSjjUs7zGjOMsXi8HZDHg,"Not, very bad",1,0,6.5.3,2025-02-19 22:35:06,We're sorry to know how it seems you've poor experience using Trucker Path. We'd love to help improve your usage na assist in troubleshooting your app. Please reach us anytime at support@truckerpath.com.,2025-02-20 16:48:34
69b01d83-04d0-4180-b6e4-b7b92a67266a,Jim,https://play-lh.googleusercontent.com/a-/ALV-UjXPvWnJIGiUJy4HXZkrX1B7U-oeL13eMSPbAh5IKOQpISwjCmc_,$30 a month!!!!! OUTRAGEOUS!,1,0,,2025-02-19 03:58:17,"We understand your concern about Trucker Path's current pricing. We'd be glad to go over with you on the specific features and enhancements you can get for your chosen subscription, please reach us anytime at support@truckerpath.com.",2025-02-20 16:38:14
e104eeae-d4f5-4b65-b391-97bd4305969f,T,https://play-lh.googleusercontent.com/a-/ALV-UjUYlMuA4XzUbbCwcmFI3kZ59heXI-crbFV0emG4KlkgpVQvOSYo,it cannot even get you through St Louis right way I had to Make u-turn on on little Street almost got in accident if you pay Gold they will constantly trick you to get Dimond which is 33.00 a month with gold you can only add 2 multiple stops and after you made them it wouldn't remove them and when you try to add more stops it will tell you to purchase Diamond membership that's big time BS,1,0,6.5.3,2025-02-18 23:47:17,We're sorry to know of Trucker Path's poor navigational performance on your app recently. We'd love to help check your app settings and troubleshoot too. Please reach us anytime at support@truckerpath.com.,2025-02-20 16:36:21
b03831a2-534c-4172-91ea-063360050ff2,Favian Vera,https://play-lh.googleusercontent.com/a/ACg8ocL9pYRQK95BtryhBfi4O6m8Phc3I2z3teyTkjbO1yEkNPWflA=mo,"Do not use this app, they take your money and disconnect you, they do not solve the problems you have, they also leave you talking alone in the chat and they tell you that your account expired almost 3 weeks ago and they do not let you use it because you have to pay again right now, I cannot use it because it is supposedly expired, I sent the payment receipt and they are reviewing it 4 days ago, they are not reliable",1,0,6.5.3,2025-02-14 17:06:08,"We're terribly sorry to know of this poor experience with Trucker Path's support and of your membership status. We'd love to help resolve this, alternatively you can reach us at support@truckerpath.com or on our hotline +1 (757) 941-7806.",2025-02-17 15:20:17
a242a58c-16e2-4eff-8324-46340263bb19,Blazekicker65,https://play-lh.googleusercontent.com/a/ACg8ocIpcQR52r9BWwybiqQ37u8NMbyRkKTUBG-7BnCwL_9PSZ8N3g=mo,I have only notice recently that they have night mode/ dark mode behind a paywall. I could of sworn it wasn't at one point. Either way it trash to charge for color change of map. Like google map is free so u can drive at night for example. I work at night so when I stop for 30. I like to double check for parking but get blinded.,1,7,6.5.3,2025-02-04 12:30:18,"We're sorry for this impression, night mode is indeed a part of either Trucker Path's Gold or Diamond subscription. We'd love to discuss what other truck supportive features you're getting from any of these memberships, please reach us anytime at support@truckerpath.com.",2025-02-05 22:22:20
9cec11ac-6fd7-42b4-8cce-df508e9d41d8,Igor Borovic,https://play-lh.googleusercontent.com/a-/ALV-UjW5KG676mry6ZqBkJ5-DNrvk4nvhxRQyP_hHou7waXrVdvI73Q,"the worst apo in the world, the most ordinary group of thieves. The navigation is buggy, there is no update, you have to be careful how you drive because it gives longer routes, to put it mildly terrible, and they charge like a pro. she changes routes by herself, you choose one, she herself goes back to another, horror",1,3,6.5.3,2025-02-03 23:24:33,We're sorry to know of your poor experience with Trucker Path's performance. We'd love to go over your app settings and truck optimization from the app and improve your experience. Please reach us anytime at support@truckerpath.com so we can further help.,2025-02-05 22:20:48
24e9466f-927d-4ff3-8ca8-4664d668597c,Jim Litz,https://play-lh.googleusercontent.com/a/ACg8ocKgaPNX230076A4sq4eD6PVPKSGIvE4rR92Z48o562NedGQag=mo,"This app is brutally bad. If you are in Canada don't use this terrible app. It's glitchy , lags bad, tells you very incorrect speed limits , tells you to make turns on roads that don't even exist. The truck icon spins sideways while you are driving straight like it has no idea in which way your driving. I would never use again if I was in a car let alone trucking",1,2,6.5.3,2025-02-01 19:00:37,"We're sorry to know of your poor experience with Trucker Path's navigational performance. This should not be the case, regardless of your location in either Canada or the US. We'd love to help check your app settings and troubleshoot too if necessary. Please reach us anytime at support@truckerpath.com.",2025-02-03 17:40:18
af575d51-8407-47ce-b726-e22db0de87dd,Todd Wyatt,https://play-lh.googleusercontent.com/a/ACg8ocLtCWbEwGMHZs0mPV7cQNyqN19SXm8gS4M7AEoNfK6CewGZBw=mo,"GPS is garbage, better off paying for a truck gps",1,0,6.5.2,2025-01-30 12:00:03,"We're sorry to know you've had poor experience with Trucker Path's navigational performance. We'd love to sort your app usage, settings, and if needed troubleshoot too. You can reach us anytime at support@truckerpath.com",2025-01-30 20:22:43
e5fa95c1-bafb-4a38-8222-143b03410d17,Romero M,https://play-lh.googleusercontent.com/a/ACg8ocLQlrY308sHuDWYlc6Rx0jfk4XfoISD5OMjQlsxcLglr88esQ=mo,"After update it no longer works can't find it's own location takes wrong turns , canceling subscription, use hammer the app same thing works smooth and it's free",1,0,6.5.3,2025-01-29 09:33:57,We're sorry to know you're having difficulties with the Trucker Path app post update. We'd love to overturn your poor experience and help check and troubleshoot your app's compatibility with your device. Should you decide to you can reach us anytime at support@truckerpath.com.,2025-01-29 20:51:19
95a75632-e0fd-4c39-a887-66a27ff59616,Wayne Wardlaw,https://play-lh.googleusercontent.com/a/ACg8ocIDb33FcRc2T9-KlLVJ2NVbylbjttSeZRHSZC0r8xuZ7rSBtuw=mo,Quite often sends me on wrong route road with no trucks in North Carolina continually sending me on Route out of the way,1,1,6.5.3,2025-01-27 06:12:21,We're sorry to know of the challenges you've encountered with Trucker Path's navigational performance. We'd love to help check your settings and assist with troubleshooting too. Please reach us at support@truckerpath.com so we can further help.,2025-01-27 14:39:51
d12ca496-644e-4d5f-a213-2fadbb7079c5,Tim Marlow,https://play-lh.googleusercontent.com/a-/ALV-UjVNAlMs1CrmEsO4VZRY02cfpl83uBoBI562gNLSMD8XPEsJOg8N,To expensive,1,0,,2025-01-24 01:07:47,We understand your concerns about our current subscription rates. Our pricing currently supports the much needed enhancements our developers work on in order to keep Trucker Path in optimal performance. You can always reach us at support@truckerpath.com so we can help you with the right plan suited for your kind of trucking. Please drive safe!,2025-01-27 14:17:33
a49dda76-0c83-4eb4-bc42-c96791af5566,Justin McGough,https://play-lh.googleusercontent.com/a-/ALV-UjV5taHuW3f-3XCv3qGSTdIcCrZkjnwwW8hblASnr22mvIVe7klA,"Don't bother downloading the app, as it is a paywall trying to get truckers to pay more for the features it should have had as free, like the actual truck option is locked until you buy a overpriced subscription and much more, might aswell buy land tracker or any other app cause at least I'll get something worth my money",1,0,,2025-01-21 17:15:17,"We're sorry to give you this impression of Trucker Path. All enhanced, truck specific features of the app are bundled on either of our plans and while we do offer free trial, continuous use of these features do require a billed membership. Should you need help signing up, you can reach us anytime at support@truckerpath.com.",2025-01-21 20:25:13
47d497ff-e32e-4ba7-9a41-dc9e7f6e24cb,r M,https://play-lh.googleusercontent.com/a/ACg8ocJXDkzolWPpQatJ3zzrHlqgk7bB25eiM2Fq9ZZoTnnDaVOM=mo,Was free. How greed does follow.,1,0,,2025-01-21 16:39:55,"Trucker Path is still free for standard navigation, however truck specific features do require a billed membership in order to support the efforts of our developer team in further enhancing the app's performance. Should you decide to proceed, we'd love to discuss what plan would suit your usage. Reach us anytime at support@truckerpath.com.",2025-01-21 20:23:41
764c8b8e-ea3d-4169-a031-17ea850ad1c8,benji mask,https://play-lh.googleusercontent.com/a/ACg8ocLJRwEUAr4LmJ6D3Fnj9vWrm4jJ9a2m3VrOqa6tawOLqnNlUg=mo,"Update, still keep hitting for it to start the route and still it refuses to do anything, device has signal. And Gmaps has no issue what so ever instantly mapping a route to where I want to go. Did devs even finish high-school what's going on?",1,0,5.3.3,2025-01-21 16:05:35,We're sorry to know you continue to have issues setting up your route through the Trucker Path app. We'd love to follow up on this and assist further. Please reach us anytime at support@truckerpath.com.,2025-01-21 20:19:20
085a96ff-dd36-44d9-8a26-da70f6a625e6,Angel Luis,https://play-lh.googleusercontent.com/a-/ALV-UjWgb51kESJEOttg8-h5k7V76hoZRLFcLdRH2vN7Cd1CpZ_N0ntq,"This app doesn't work,,,please close my account.... that's wacky.",1,0,,2025-01-21 11:19:43,"We're sorry to know you're having trouble making Trucker Path work on your device. Perhaps we can help with some troubleshooting, or verify your subscription details should you decide to cancel. Please reach us anytime at support@truckerpath.com.",2025-01-21 20:14:27
6e86e4ad-aa82-444a-b55b-3a89db1bf5c1,LadyEsther Michaelson,https://play-lh.googleusercontent.com/a/ACg8ocKo2eQtFow3pAVzFjT5bVm3kayXEP5Or-hnX6ZsMHHRAu-l2Q=mo,"No matter how many times I click on my ad to refuse the installation of this app, it always downloads no matter how many times I hit the x. I don't know if it's a good app for people who like that sort of thing, but to me it's a hostile installer",1,1,,2025-01-20 18:50:04,"This could be a tech issue coming from your mobile device, but perhaps we can help with uninstalling this. Should you need assistance with this you can reach us anytime at support@truckerpath.com, or on our hotline +1 (757) 941-7806. Thank you.",2025-01-21 20:13:33
b4ecc84e-7362-457d-882a-97a9476e79dc,John Kierstead (Captain John Wolf),https://play-lh.googleusercontent.com/a-/ALV-UjWHYE7usBnmJVIuHz5IAz8-ioUipWPPpU0mHk0PiYMxP44Cs-W1Nw,Tried to send my truck under a 10' bridge at logan airport. To make a u-turn no.less. dangerous app if you don't know where you are or what you are doing. DO NOT recommend.,1,0,6.5.2,2025-01-18 15:44:57,"We're sorry to know of this poor navigational experience with your Trucker Path app. Perhaps by checking your trip or truck settings on the app, we can further help. Please reach us anytime at support@truckerpath.com.",2025-01-20 18:30:04
5f0caecb-8049-4432-a64c-f953b6e820f1,Wayla Glover,https://play-lh.googleusercontent.com/a-/ALV-UjWNY_QtiyBuGqFlSNjVp0HpmWSTjHNJyBohw8kng6em3fqctUrK,Can't get it to take my paymand google help said they were going to take care of it and still haven't and this has been a week,1,0,6.5.2,2025-01-18 03:32:28,"We're sorry to know of your billing difficulties. Indeed, this process is dependent on which platform you've made the Trucker Path app purchase. Should you still need assistance with this process with Google, you can reach us anytime at support@truckerpath.com.",2025-01-20 18:28:50
d4ac680f-e77d-4247-a871-e7d7606d969f,Bogumil Czaczkowski,https://play-lh.googleusercontent.com/a-/ALV-UjW4dGjLs4FY0jYxCTeH7l1iehTJNd00yjMtpNN5T-YvmyYcOF8c,"Freeze on tablet, have restart for use. But freeze again when u close app and try use again. Useless for tablets",1,0,6.5.2,2025-01-17 17:57:22,"We're sorry to know you're having access difficulties with Trucker Path on your tablet. With some more information on your device, we'd love to help check our app's compatibility with your mobile unit. Please reach us anytime at support@truckerpath.com.",2025-01-20 18:26:42
0d753b39-c2a2-4460-90b8-cb0b0a8e3564,Joker J,https://play-lh.googleusercontent.com/a/ACg8ocL6wvhus5pnipzaZ68Gf1X4YdsWdIZVw5frLtpc8Ght_WvQjQ=mo,"Can you stop shering my all info to 3rd party, I always asked to callers where you get my number thay said Trucker Path",1,0,,2025-01-16 21:31:02,"We're sorry to know of this experience coming from our app, we'd love to get this resolved by checking our records. Please reach us anytime at support@truckerpath.com so we can further help.",2025-01-20 18:24:40
52ec575e-b016-4af8-ab38-8326ed1ef912,Donald Harvill,https://play-lh.googleusercontent.com/a/ACg8ocKVp2lSeqhMoRzXmzJsGrhu8Ha8goKgTwwY6tstO92CqBP6TA=mo,Waste of money,1,0,,2025-01-16 15:55:11,We're sorry to know how it seems you've had poor experience using Trucker Path. Perhaps if we can identify specific issues we can help improve your user experience. Please reach us anytime at support@truckerpath.com so we can help.,2025-01-16 19:22:51
677b00eb-5473-4eb3-b63d-09fc3d3408bd,Eric Alexander,https://play-lh.googleusercontent.com/a-/ALV-UjVDWFQmo_EgoC1yUmpSF5n4sN-bayqUbnJ-oleulThsbYaiZ-A,"If you want to have truck routing, you have to buy the gold package, other than that it will give you car routing, ttried it four different times for the same address, it's not optimized for trucks unless you buy the gold package. Period. It will route you like a four wheeler on holiday. Edit: just updated app, still not really using it, but keep it around.",1,3,6.5.2,2025-01-14 08:42:39,"Enabling Trucker Path's truck routing features and other trip optimizations do require a billed membership. However, you can experience these using our app's free trial version. You can reach us anytime at support@truckerpath.com so we can further help.",2025-01-14 18:52:48
735e7e0a-1488-432e-b43e-8b4382a05894,N N,https://play-lh.googleusercontent.com/a-/ALV-UjXOlHWtGSSX9-sgClqTIRZaUO1WOFQa_pJfro7mpMF4_bAPdKjM,It's Really Bad app App hiding weight Station HRS I'm not understand why ...... ?,1,0,6.5.2,2025-01-14 03:57:11,"We're sorry to know you've had difficulties using Trucker Path. Categories of certain facilities can be set through your trip or filter settings, and we'd love to help identify the issues you've encountered and fix it for you. Please reach us anytime at support@truckerpath.com.",2025-01-14 18:51:12
62ed161f-ac13-4400-97b8-055967c47c05,Darryl A Powell Sr,https://play-lh.googleusercontent.com/a/ACg8ocJ_Bn3CgH1hU9YsMYqxU0jVw8T--UDLw-GisFyZugfZEKVhVCw=mo,It's not worth paying for. It's barely better than Google Maps. It has taken me onto unnecessary mountainous roads. It will take you onto truck restricted roads. It will have you exit a freeway just to get back on at the next entry. It has cost me time and money. It DOES make sure you don't go under low bridges. And it will ask you if a scalehouse is open or not when there isn't even a scale house there.,1,1,6.5.2,2025-01-13 17:59:47,"We're sorry to know of your poor experience using Trucker Path's features. The optimization of your routes depends on several factors, your trip settings being one of them or your input. Perhaps we can help improve your experience, please reach us anytime at support@truckerpath.com so we can help.",2025-01-14 18:48:26
